0	0	0	0.49027345
0	0	1	0.44447914
0	0	2	0.37327212
0	0	3	0.28399158
0	0	4	0.18680848
0	0	5	0.096091315
0	0	6	0.028186996
0	0	7	-0.0042993864
0	0	8	0.0041137757
0	0	9	0.04986079
0	0	10	0.12191256
0	0	11	0.20471026
0	0	12	0.28126046
0	0	13	0.3367228
0	0	14	0.3620265
0	0	15	0.35737738
0	0	16	0.33059534
0	0	17	0.28898275
0	0	18	0.236666
0	0	19	0.17793286
0	0	20	0.11780788
0	0	21	0.061135318
0	0	22	0.010897096
0	0	23	-0.033057723
0	0	24	-0.073017225
0	0	25	-0.10807282
0	0	26	-0.1303109
0	0	27	-0.13039866
0	0	28	-0.10332186
0	0	29	-0.050912265
0	0	30	0.018429415
0	0	31	0.0920327
0	0	32	0.15658978
0	0	33	0.20236246
0	0	34	0.22588897
0	0	35	0.2315665
0	0	36	0.22860616
0	0	37	0.22447369
0	0	38	0.22326544
0	0	39	0.22598514
0	0	40	0.22884981
0	0	41	0.22598414
0	0	42	0.21269555
0	0	43	0.18695903
0	0	44	0.1496192
0	0	45	0.103503354
0	0	46	0.050452337
0	0	47	-0.009106166
0	0	48	-0.07299006
0	0	49	-0.13719703
0	0	50	-0.19679949
0	0	51	-0.2469007
0	0	52	-0.28356874
0	0	53	-0.3044238
0	0	54	-0.30874115
0	0	55	-0.297113
0	0	56	-0.27088693
0	0	57	-0.23172976
0	0	58	-0.1819632
0	0	59	-0.12849788
0	0	60	-0.08529655
0	0	61	-0.062905565
0	0	62	-0.063936256
0	0	63	-0.083759956
0	0	64	-0.11255311
0	0	65	-0.13798678
0	0	66	-0.14805706
0	0	67	-0.13362542
0	0	68	-0.09029694
0	0	69	-0.019587636
0	0	70	0.070850484
0	0	71	0.16848968
0	0	72	0.2586198
0	0	73	0.32810262
0	0	74	0.36664826
0	0	75	0.36693868
0	0	76	0.32684326
0	0	77	0.25251123
0	0	78	0.15873721
0	0	79	0.064718865
0	0	80	-0.011435759
0	0	81	-0.057564933
0	0	82	-0.07096649
0	0	83	-0.059272237
0	0	84	-0.035034124
0	0	85	-0.0030542966
0	0	86	0.03790479
0	0	87	0.08756839
0	0	88	0.1431222
0	0	89	0.19994745
0	0	90	0.25280055
0	0	91	0.29664117
0	0	92	0.32644904
0	0	93	0.3365984
0	0	94	0.32364932
0	0	95	0.2901632
0	0	96	0.24381399
0	0	97	0.1941765
0	0	98	0.15026689
0	0	99	0.11854822
0	0	100	0.10202926
0	0	101	0.09946653
0	0	102	0.105669245
0	0	103	0.11316855
0	0	104	0.11436746
0	0	105	0.1048408
0	0	106	0.08337186
0	0	107	0.049276922
0	0	108	0.0024518184
0	0	109	-0.05545587
0	0	110	-0.1205756
0	0	111	-0.18718123
0	0	112	-0.24871157
0	0	113	-0.2993551
0	0	114	-0.33669382
0	0	115	-0.36004797
0	0	116	-0.36794516
0	0	117	-0.35938892
0	0	118	-0.33457446
0	0	119	-0.29531968
0	0	120	-0.24503349
0	0	121	-0.1880813
0	0	122	-0.12866773
0	0	123	-0.06965323
0	0	124	-0.01241972
0	0	125	0.04167868
0	0	126	0.08903922
0	0	127	0.12011676
1	0	0	0.52064025
1	0	1	0.47124147
1	0	2	0.39250723
1	0	3	0.29148778
1	0	4	0.17776614
1	0	5	0.06737453
1	0	6	-0.020381099
1	0	7	-0.06957574
1	0	8	-0.0725611
1	0	9	-0.0317703
1	0	10	0.041930884
1	0	11	0.13253038
1	0	12	0.22200419
1	0	13	0.29364702
1	0	14	0.3363101
1	0	15	0.34841153
1	0	16	0.33557045
1	0	17	0.30229402
1	0	18	0.25010145
1	0	19	0.18252143
1	0	20	0.105937175
1	0	21	0.028311685
1	0	22	-0.043187164
1	0	23	-0.1044595
1	0	24	-0.15477231
1	0	25	-0.1926857
1	0	26	-0.21120945
1	0	27	-0.20225626
1	0	28	-0.16214868
1	0	29	-0.094158165
1	0	30	-0.008191878
1	0	31	0.08188759
1	0	32	0.16260993
1	0	33	0.22446428
1	0	34	0.26214606
1	0	35	0.2772128
1	0	36	0.27750075
1	0	37	0.27078027
1	0	38	0.26183987
1	0	39	0.253763
1	0	40	0.24531442
1	0	41	0.2319515
1	0	42	0.20964651
1	0	43	0.17703724
1	0	44	0.13596977
1	0	45	0.090525515
1	0	46	0.04281956
1	0	47	-0.009384861
1	0	48	-0.06757365
1	0	49	-0.12896167
1	0	50	-0.18900958
1	0	51	-0.24271807
1	0	52	-0.28560033
1	0	53	-0.31437713
1	0	54	-0.32722715
1	0	55	-0.32343823
1	0	56	-0.30308297
1	0	57	-0.26735884
1	0	58	-0.21910754
1	0	59	-0.16701633
1	0	60	-0.12651855
1	0	61	-0.10924671
1	0	62	-0.11779677
